X   Y   Z   AngleHorizontal   AngleVertical    dist   reflectivity   lidarTimeNum
-4.945019e+00 -9.063235e-02 7.833456e-01 3.589500e+02 9 5.007500e+00 99 7.1097554000e+02
-4.904858e+00 -8.989628e-02 9.535680e-01 3.589500e+02 11 4.997500e+00 118 7.1097554000e+02
-4.863726e+00 -8.914241e-02 1.123068e+00 3.589500e+02 13 4.992500e+00 102 7.1097554000e+02
-8.124487e+00 -1.489057e-01 2.177315e+00 3.589500e+02 15 8.412500e+00 91 7.1097554000e+02
-1.047909e+00 -1.591305e-02 -2.808187e-01 3.591300e+02 -15 1.085000e+00 13 7.1097554000e+02
-6.437922e+00 -9.776326e-02 3.374361e-01 3.591300e+02 3 6.447500e+00 143 7.1097554000e+02
-6.252891e+00 -9.495348e-02 5.471202e-01 3.591300e+02 5 6.277500e+00 111 7.1097554000e+02
-6.445844e+00 -9.788357e-02 7.915414e-01 3.591300e+02 7 6.495000e+00 139 7.1097554000e+02
-4.920590e+00 -7.472177e-02 7.794347e-01 3.591300e+02 9 4.982500e+00 115 7.1097554000e+02
-4.691536e+00 -7.124347e-02 -4.105035e-01 3.591300e+02 -5 4.710000e+00 16 7.1097554000e+02
-4.932108e+00 -7.489668e-02 9.588152e-01 3.591300e+02 11 5.025000e+00 118 7.1097554000e+02
-4.842061e+00 -7.352927e-02 1.118007e+00 3.591300e+02 13 4.970000e+00 106 7.1097554000e+02
-8.163547e+00 -1.239678e-01 2.187668e+00 3.591300e+02 15 8.452500e+00 93 7.1097554000e+02
-1.067272e+00 -1.276038e-02 -2.859950e-01 3.593150e+02 -15 1.105000e+00 13 7.1097554000e+02
-5.488772e+00 -6.562416e-02 9.581371e-02 3.593150e+02 1 5.490000e+00 142 7.1097554000e+02
-6.438204e+00 -7.697565e-02 3.374361e-01 3.593150e+02 3 6.447500e+00 143 7.1097554000e+02
-6.406428e+00 -7.659573e-02 7.866666e-01 3.593150e+02 7 6.455000e+00 141 7.1097554000e+02
-4.714154e+00 -5.636278e-02 -4.124646e-01 3.593150e+02 -5 4.732500e+00 45 7.1097554000e+02
-4.929870e+00 -5.894190e-02 9.583382e-01 3.593150e+02 11 5.022500e+00 118 7.1097554000e+02
-5.127596e+00 -6.130592e-02 -2.687451e-01 3.593150e+02 -3 5.135000e+00 72 7.1097554000e+02
-4.830094e+00 -5.774897e-02 1.115195e+00 3.593150e+02 13 4.957500e+00 98 7.1097554000e+02
-8.480223e+00 -1.013902e-01 2.272431e+00 3.593150e+02 15 8.780000e+00 96 7.1097554000e+02
-1.072137e+00 -9.356396e-03 -2.872891e-01 3.595000e+02 -15 1.110000e+00 16 7.1097554000e+02
-5.488955e+00 -4.790138e-02 9.581371e-02 3.595000e+02 1 5.490000e+00 144 7.1097554000e+02
-6.098964e+00 -5.322485e-02 7.488871e-01 3.595000e+02 7 6.145000e+00 158 7.1097554000e+02
-5.217265e+00 -4.553038e-02 8.263651e-01 3.595000e+02 9 5.282500e+00 102 7.1097554000e+02
-4.714312e+00 -4.114118e-02 -4.124646e-01 3.595000e+02 -5 4.732500e+00 21 7.1097554000e+02
-4.986476e+00 -4.351632e-02 9.693097e-01 3.595000e+02 11 5.080000e+00 118 7.1097554000e+02
-5.112789e+00 -4.461863e-02 -2.679601e-01 3.595000e+02 -3 5.120000e+00 73 7.1097554000e+02
-4.822948e+00 -4.208923e-02 1.113508e+00 3.595000e+02 13 4.950000e+00 105 7.1097554000e+02
-8.321134e+00 -7.261744e-02 2.229726e+00 3.595000e+02 15 8.615000e+00 89 7.1097554000e+02
-1.086650e+00 -6.069059e-03 -2.911714e-01 3.596800e+02 -15 1.125000e+00 16 7.1097554000e+02
-7.254930e+00 -4.051960e-02 3.802207e-01 3.596800e+02 3 7.265000e+00 146 7.1097554000e+02
-6.563109e+00 -3.665570e-02 8.058610e-01 3.596800e+02 7 6.612500e+00 150 7.1097554000e+02
-5.167999e+00 -2.886385e-02 8.185433e-01 3.596800e+02 9 5.232500e+00 102 7.1097554000e+02
-4.719399e+00 -2.635837e-02 -4.129003e-01 3.596800e+02 -5 4.737500e+00 9 7.1097554000e+02
-5.018491e+00 -2.802883e-02 9.755110e-01 3.596800e+02 11 5.112500e+00 102 7.1097554000e+02
-5.107910e+00 -2.852825e-02 -2.676984e-01 3.596800e+02 -3 5.115000e+00 69 7.1097554000e+02
-4.830364e+00 -2.697812e-02 1.115195e+00 3.596800e+02 13 4.957500e+00 108 7.1097554000e+02
-7.131302e+00 -3.982912e-02 -1.244793e-01 3.596800e+02 -1 7.132500e+00 151 7.1097554000e+02
-1.093908e+00 -2.672926e-03 -2.931126e-01 3.598600e+02 -15 1.132500e+00 18 7.1097554000e+02
-7.255022e+00 -1.772740e-02 3.802207e-01 3.598600e+02 3 7.265000e+00 148 7.1097554000e+02
-5.354771e+00 -1.308420e-02 6.574851e-01 3.598600e+02 7 5.395000e+00 148 7.1097554000e+02
-4.955711e+00 -1.210911e-02 7.849099e-01 3.598600e+02 9 5.017500e+00 107 7.1097554000e+02
-4.714477e+00 -1.151966e-02 -4.124646e-01 3.598600e+02 -5 4.732500e+00 17 7.1097554000e+02
-5.008738e+00 -1.223868e-02 9.736029e-01 3.598600e+02 11 5.102500e+00 87 7.1097554000e+02
-4.837733e+00 -1.182084e-02 1.116882e+00 3.598600e+02 13 4.965000e+00 95 7.1097554000e+02
-7.181385e+00 -1.754747e-02 -1.253519e-01 3.598600e+02 -1 7.182500e+00 153 7.1097554000e+02
-7.555932e+00 -1.846266e-02 2.024612e+00 3.598600e+02 15 7.822500e+00 82 7.1097554000e+02
-1.098740e+00 1.534131e-03 -2.944067e-01 8.000000e-02 -15 1.137500e+00 17 7.1097554000e+02
-7.283883e+00 1.017023e-02 1.271408e-01 8.000000e-02 1 7.285000e+00 144 7.1097554000e+02
-6.441154e+00 8.993554e-03 3.375669e-01 8.000000e-02 3 6.450000e+00 163 7.1097554000e+02
-5.354781e+00 7.476690e-03 6.574851e-01 8.000000e-02 7 5.395000e+00 145 7.1097554000e+02
-4.977944e+00 6.950526e-03 7.884297e-01 8.000000e-02 9 5.040000e+00 84 7.1097554000e+02
-5.038197e+00 7.034654e-03 9.793272e-01 8.000000e-02 11 5.132500e+00 123 7.1097554000e+02
-7.327437e+00 1.023104e-02 -3.840151e-01 8.000000e-02 -3 7.337500e+00 63 7.1097554000e+02
-4.845050e+00 6.764971e-03 1.118569e+00 8.000000e-02 13 4.972500e+00 88 7.1097554000e+02
-7.276385e+00 1.015976e-02 -1.270099e-01 8.000000e-02 -1 7.277500e+00 156 7.1097554000e+02
-7.505236e+00 1.047929e-02 2.011024e+00 8.000000e-02 15 7.770000e+00 85 7.1097554000e+02
-1.105977e+00 4.246667e-03 -2.963478e-01 2.200000e-01 -15 1.145000e+00 19 7.1097554000e+02
-7.318831e+00 2.810243e-02 1.277516e-01 2.200000e-01 1 7.320000e+00 146 7.1097554000e+02
-6.987859e+00 2.683158e-02 3.662209e-01 2.200000e-01 3 6.997500e+00 161 7.1097554000e+02
-5.769132e+00 2.215199e-02 7.083656e-01 2.200000e-01 7 5.812500e+00 143 7.1097554000e+02
-4.861473e+00 1.866681e-02 9.449815e-01 2.200000e-01 11 4.952500e+00 118 7.1097554000e+02
-7.367335e+00 2.828867e-02 -3.861085e-01 2.200000e-01 -3 7.377500e+00 72 7.1097554000e+02
-4.840148e+00 1.858492e-02 1.117444e+00 2.200000e-01 13 4.967500e+00 79 7.1097554000e+02
-7.346327e+00 2.820801e-02 -1.282316e-01 2.200000e-01 -1 7.347500e+00 158 7.1097554000e+02
-7.432744e+00 2.853983e-02 1.991613e+00 2.200000e-01 15 7.695000e+00 91 7.1097554000e+02
-1.110788e+00 7.754887e-03 -2.976419e-01 4.000000e-01 -15 1.150000e+00 19 7.1097554000e+02
-7.346202e+00 5.128700e-02 1.282316e-01 4.000000e-01 1 7.347500e+00 162 7.1097554000e+02
-5.769034e+00 4.027611e-02 7.083656e-01 4.000000e-01 7 5.812500e+00 133 7.1097554000e+02
-4.918568e+00 3.433864e-02 7.790436e-01 4.000000e-01 9 4.980000e+00 123 7.1097554000e+02
-5.163233e+00 3.604675e-02 1.003655e+00 4.000000e-01 11 5.260000e+00 99 7.1097554000e+02
-7.377196e+00 5.150338e-02 -3.866319e-01 4.000000e-01 -3 7.387500e+00 70 7.1097554000e+02
-4.825450e+00 3.368854e-02 1.114070e+00 4.000000e-01 13 4.952500e+00 86 7.1097554000e+02
-7.381196e+00 5.153130e-02 -1.288424e-01 4.000000e-01 -1 7.382500e+00 161 7.1097554000e+02
-7.331198e+00 5.118225e-02 1.964437e+00 4.000000e-01 15 7.590000e+00 108 7.1097554000e+02
-1.115587e+00 1.129337e-02 -2.989360e-01 5.800000e-01 -15 1.155000e+00 25 7.1097554000e+02
-7.363501e+00 7.454260e-02 1.285370e-01 5.800000e-01 1 7.365000e+00 164 7.1097554000e+02
-5.608289e+00 5.677414e-02 4.906868e-01 5.800000e-01 5 5.630000e+00 118 7.1097554000e+02
-4.901152e+00 4.961562e-02 7.763060e-01 5.800000e-01 9 4.962500e+00 118 7.1097554000e+02
-5.244075e+00 5.308711e-02 1.019397e+00 5.800000e-01 11 5.342500e+00 89 7.1097554000e+02
-7.396969e+00 7.488141e-02 -3.876786e-01 5.800000e-01 -3 7.407500e+00 63 7.1097554000e+02
-4.810706e+00 4.870000e-02 1.110696e+00 5.800000e-01 13 4.937500e+00 81 7.1097554000e+02
-7.400993e+00 7.492215e-02 -1.291914e-01 5.800000e-01 -1 7.402500e+00 163 7.1097554000e+02
-1.122790e+00 1.489412e-02 -3.008771e-01 7.600000e-01 -15 1.162500e+00 30 7.1097554000e+02
-7.380726e+00 9.790740e-02 1.288424e-01 7.600000e-01 1 7.382500e+00 167 7.1097554000e+02
-5.657888e+00 7.505347e-02 4.950446e-01 7.600000e-01 5 5.680000e+00 123 7.1097554000e+02
-4.886158e+00 6.481626e-02 7.739595e-01 7.600000e-01 9 4.947500e+00 121 7.1097554000e+02
-5.263513e+00 6.982197e-02 1.023213e+00 7.600000e-01 11 5.362500e+00 102 7.1097554000e+02
-7.411676e+00 9.831796e-02 -3.884636e-01 7.600000e-01 -3 7.422500e+00 63 7.1097554000e+02
-4.786172e+00 6.348991e-02 1.105072e+00 7.600000e-01 13 4.912500e+00 81 7.1097554000e+02
-7.433214e+00 9.860366e-02 -1.297586e-01 7.600000e-01 -1 7.435000e+00 166 7.1097554000e+02
-1.127567e+00 1.850063e-02 -3.021712e-01 9.400000e-01 -15 1.167500e+00 26 7.1097554000e+02
-7.407874e+00 1.215452e-01 1.293223e-01 9.400000e-01 1 7.410000e+00 168 7.1097554000e+02
-6.391137e+00 1.048630e-01 7.848386e-01 9.400000e-01 7 6.440000e+00 136 7.1097554000e+02
-4.868648e+00 7.988267e-02 7.712219e-01 9.400000e-01 9 4.930000e+00 123 7.1097554000e+02
-7.428804e+00 1.218886e-01 -3.893795e-01 9.400000e-01 -3 7.440000e+00 70 7.1097554000e+02
-4.768900e+00 7.824604e-02 1.101135e+00 9.400000e-01 13 4.895000e+00 87 7.1097554000e+02
-7.460359e+00 1.224063e-01 -1.302386e-01 9.400000e-01 -1 7.462500e+00 168 7.1097554000e+02
-1.129915e+00 2.218869e-02 -3.028183e-01 1.125000e+00 -15 1.170000e+00 27 7.1097554000e+02
-7.439932e+00 1.461015e-01 1.298895e-01 1.125000e+00 1 7.442500e+00 170 7.1097554000e+02
-5.426505e+00 1.065629e-01 2.844459e-01 1.125000e+00 3 5.435000e+00 148 7.1097554000e+02
-5.759385e+00 1.130998e-01 5.039781e-01 1.125000e+00 5 5.782500e+00 123 7.1097554000e+02
-4.851084e+00 9.526305e-02 7.684843e-01 1.125000e+00 9 4.912500e+00 125 7.1097554000e+02
-4.801685e+00 9.429299e-02 9.335330e-01 1.125000e+00 11 4.892500e+00 101 7.1097554000e+02
-7.460821e+00 1.465117e-01 -3.910804e-01 1.125000e+00 -3 7.472500e+00 63 7.1097554000e+02
-7.484917e+00 1.469849e-01 -1.306749e-01 1.125000e+00 -1 7.487500e+00 171 7.1097554000e+02
-6.620145e+00 1.300030e-01 1.774205e+00 1.125000e+00 15 6.855000e+00 96 7.1097554000e+02
-1.129838e+00 2.583690e-02 -3.028183e-01 1.310000e+00 -15 1.170000e+00 27 7.1097554000e+02
-7.466910e+00 1.707518e-01 1.303695e-01 1.310000e+00 1 7.470000e+00 170 7.1097554000e+02
-5.443604e+00 1.244832e-01 2.853618e-01 1.310000e+00 3 5.452500e+00 150 7.1097554000e+02
-5.754011e+00 1.315816e-01 5.035423e-01 1.310000e+00 5 5.777500e+00 118 7.1097554000e+02
-6.206754e+00 1.419348e-01 7.622927e-01 1.310000e+00 7 6.255000e+00 138 7.1097554000e+02
-4.833471e+00 1.105308e-01 7.657467e-01 1.310000e+00 9 4.895000e+00 128 7.1097554000e+02
-4.808716e+00 1.099647e-01 9.349641e-01 1.310000e+00 11 4.900000e+00 86 7.1097554000e+02
-7.509393e+00 1.717233e-01 -1.311112e-01 1.310000e+00 -1 7.512500e+00 171 7.1097554000e+02
-6.547265e+00 1.497215e-01 1.754793e+00 1.310000e+00 15 6.780000e+00 75 7.1097554000e+02
-1.132168e+00 2.935025e-02 -3.034653e-01 1.485000e+00 -15 1.172500e+00 27 7.1097554000e+02
-7.501337e+00 1.944642e-01 1.309803e-01 1.485000e+00 1 7.505000e+00 170 7.1097554000e+02
-7.374898e+00 1.911864e-01 3.866319e-01 1.485000e+00 3 7.387500e+00 153 7.1097554000e+02
-6.253421e+00 1.621133e-01 7.680815e-01 1.485000e+00 7 6.302500e+00 138 7.1097554000e+02
-4.828174e+00 1.251653e-01 7.649645e-01 1.485000e+00 9 4.890000e+00 130 7.1097554000e+02
-4.796092e+00 1.243336e-01 9.325790e-01 1.485000e+00 11 4.887500e+00 77 7.1097554000e+02
-7.538818e+00 1.954359e-01 -1.316348e-01 1.485000e+00 -1 7.542500e+00 171 7.1097554000e+02
-6.491256e+00 1.682789e-01 1.739911e+00 1.485000e+00 15 6.722500e+00 78 7.1097554000e+02
-1.134487e+00 3.287807e-02 -3.041124e-01 1.660000e+00 -15 1.175000e+00 30 7.1097554000e+02
-7.528192e+00 2.181713e-01 1.314603e-01 1.660000e+00 1 7.532500e+00 170 7.1097554000e+02
-7.381766e+00 2.139278e-01 3.870244e-01 1.660000e+00 3 7.395000e+00 155 7.1097554000e+02
-7.162123e+00 2.075625e-01 6.268677e-01 1.660000e+00 5 7.192500e+00 121 7.1097554000e+02
-6.674552e+00 1.934324e-01 8.198760e-01 1.660000e+00 7 6.727500e+00 140 7.1097554000e+02
-4.820364e+00 1.396969e-01 7.637913e-01 1.660000e+00 9 4.882500e+00 130 7.1097554000e+02
-4.903623e+00 1.421098e-01 9.535680e-01 1.660000e+00 11 4.997500e+00 94 7.1097554000e+02
-6.647285e+00 1.926421e-01 1.535291e+00 1.660000e+00 13 6.825000e+00 82 7.1097554000e+02
-7.568169e+00 2.193299e-01 -1.321583e-01 1.660000e+00 -1 7.572500e+00 171 7.1097554000e+02
-6.464159e+00 1.873351e-01 1.732794e+00 1.660000e+00 15 6.695000e+00 63 7.1097554000e+02
-1.134378e+00 3.644200e-02 -3.041124e-01 1.840000e+00 -15 1.175000e+00 29 7.1097554000e+02
-7.554951e+00 2.427036e-01 1.319402e-01 1.840000e+00 1 7.560000e+00 170 7.1097554000e+02
-7.408506e+00 2.379990e-01 3.884636e-01 1.840000e+00 3 7.422500e+00 158 7.1097554000e+02
-7.161436e+00 2.300619e-01 6.268677e-01 1.840000e+00 5 7.192500e+00 117 7.1097554000e+02
-6.706152e+00 2.154358e-01 8.238368e-01 1.840000e+00 7 6.760000e+00 143 7.1097554000e+02
-4.824838e+00 1.549984e-01 7.645734e-01 1.840000e+00 9 4.887500e+00 130 7.1097554000e+02
-4.797682e+00 1.541260e-01 9.330560e-01 1.840000e+00 11 4.890000e+00 96 7.1097554000e+02
-6.178330e+00 1.984795e-01 -3.239596e-01 1.840000e+00 -3 6.190000e+00 63 7.1097554000e+02
-6.705079e+00 2.154013e-01 1.548788e+00 1.840000e+00 13 6.885000e+00 78 7.1097554000e+02
-7.599921e+00 2.441482e-01 -1.327256e-01 1.840000e+00 -1 7.605000e+00 171 7.1097554000e+02
-1.136671e+00 4.009068e-02 -3.047594e-01 2.020000e+00 -15 1.177500e+00 30 7.1097673800e+02
-7.584128e+00 2.674942e-01 1.324638e-01 2.020000e+00 1 7.590000e+00 167 7.1097673800e+02
-7.417702e+00 2.616243e-01 3.889870e-01 2.020000e+00 3 7.432500e+00 160 7.1097673800e+02
-6.779870e+00 2.391278e-01 5.935306e-01 2.020000e+00 5 6.810000e+00 117 7.1097673800e+02
-6.764958e+00 2.386019e-01 8.311489e-01 2.020000e+00 7 6.820000e+00 139 7.1097673800e+02
-4.873203e+00 1.718792e-01 9.478437e-01 2.020000e+00 11 4.967500e+00 112 7.1097673800e+02
-6.177676e+00 2.178883e-01 -3.239596e-01 2.020000e+00 -3 6.190000e+00 63 7.1097673800e+02
-6.699500e+00 2.362932e-01 1.547663e+00 2.020000e+00 13 6.880000e+00 81 7.1097673800e+02
-7.626595e+00 2.689920e-01 -1.332055e-01 2.020000e+00 -1 7.632500e+00 173 7.1097673800e+02
-1.138952e+00 4.375414e-02 -3.054065e-01 2.200000e+00 -15 1.180000e+00 28 7.1097673800e+02
-7.610726e+00 2.923746e-01 1.329437e-01 2.200000e+00 1 7.617500e+00 166 7.1097673800e+02
-5.381140e+00 2.067226e-01 2.822216e-01 2.200000e+00 3 5.392500e+00 151 7.1097673800e+02
-6.672432e+00 2.563290e-01 8.198760e-01 2.200000e+00 7 6.727500e+00 156 7.1097673800e+02
-5.519576e+00 2.120407e-01 8.748597e-01 2.200000e+00 9 5.592500e+00 84 7.1097673800e+02
-4.948659e+00 1.901083e-01 9.626314e-01 2.200000e+00 11 5.045000e+00 105 7.1097673800e+02
-7.671306e+00 2.947018e-01 -4.023327e-01 2.200000e+00 -3 7.687500e+00 69 7.1097673800e+02
-6.730369e+00 2.585547e-01 1.554974e+00 2.200000e+00 13 6.912500e+00 89 7.1097673800e+02
-7.653188e+00 2.940058e-01 -1.336854e-01 2.200000e+00 -1 7.660000e+00 176 7.1097673800e+02
-1.138809e+00 4.733204e-02 -3.054065e-01 2.380000e+00 -15 1.180000e+00 27 7.1097673800e+02
-7.639739e+00 3.175285e-01 1.334673e-01 2.380000e+00 1 7.647500e+00 169 7.1097673800e+02
-5.372981e+00 2.233158e-01 2.818291e-01 2.380000e+00 3 5.385000e+00 151 7.1097673800e+02
-6.614572e+00 2.749198e-01 8.128685e-01 2.380000e+00 7 6.670000e+00 156 7.1097673800e+02
-5.518882e+00 2.293799e-01 8.748597e-01 2.380000e+00 9 5.592500e+00 84 7.1097673800e+02
-7.695286e+00 3.198372e-01 -4.036411e-01 2.380000e+00 -3 7.712500e+00 71 7.1097673800e+02
-6.174611e+00 2.566338e-01 1.426752e+00 2.380000e+00 13 6.342500e+00 79 7.1097673800e+02
-7.674704e+00 3.189818e-01 -1.340781e-01 2.380000e+00 -1 7.682500e+00 176 7.1097673800e+02
-1.138655e+00 5.090947e-02 -3.054065e-01 2.560000e+00 -15 1.180000e+00 27 7.1097673800e+02
-7.671167e+00 3.429793e-01 1.340345e-01 2.560000e+00 1 7.680000e+00 169 7.1097673800e+02
-5.359783e+00 2.396369e-01 2.811749e-01 2.560000e+00 3 5.372500e+00 151 7.1097673800e+02
-6.354355e+00 2.841044e-01 5.564894e-01 2.560000e+00 5 6.385000e+00 111 7.1097673800e+02
-6.586408e+00 2.944795e-01 8.095171e-01 2.560000e+00 7 6.642500e+00 153 7.1097673800e+02
-4.972981e+00 2.223429e-01 7.884297e-01 2.560000e+00 9 5.040000e+00 86 7.1097673800e+02
-5.221948e+00 2.334743e-01 1.016058e+00 2.560000e+00 11 5.325000e+00 123 7.1097673800e+02
-7.709208e+00 3.446801e-01 -4.044261e-01 2.560000e+00 -3 7.727500e+00 63 7.1097673800e+02
-6.168908e+00 2.758130e-01 1.425627e+00 2.560000e+00 13 6.337500e+00 63 7.1097673800e+02
-7.696138e+00 3.440958e-01 -1.344708e-01 2.560000e+00 -1 7.705000e+00 176 7.1097673800e+02
-1.136077e+00 5.437097e-02 -3.047594e-01 2.740000e+00 -15 1.177500e+00 26 7.1097673800e+02
-7.700013e+00 3.685111e-01 1.345581e-01 2.740000e+00 1 7.710000e+00 169 7.1097673800e+02
-5.373966e+00 2.571900e-01 2.819600e-01 2.740000e+00 3 5.387500e+00 146 7.1097673800e+02
-6.353431e+00 3.040658e-01 5.564894e-01 2.740000e+00 5 6.385000e+00 107 7.1097673800e+02
