X   Y   Z   AngleHorizontal   AngleVertical    dist   reflectivity   lidarTimeNum
-6.592814e+00 -2.855428e-01 1.151859e-01 3.575200e+02 1 6.600000e+00 151 7.1057538600e+02
-5.074598e+00 -2.197870e-01 6.236664e-01 3.575200e+02 7 5.117500e+00 118 7.1057538600e+02
-5.416712e+00 -2.346044e-01 -4.743451e-01 3.575200e+02 -5 5.442500e+00 17 7.1057538600e+02
-4.454865e+00 -1.929456e-01 8.667499e-01 3.575200e+02 11 4.542500e+00 74 7.1057538600e+02
-6.046027e+00 -2.618608e-01 -3.171559e-01 3.575200e+02 -3 6.060000e+00 151 7.1057538600e+02
-4.660428e+00 -2.018488e-01 1.076953e+00 3.575200e+02 13 4.787500e+00 84 7.1057538600e+02
-6.108342e+00 -2.645597e-01 -1.067215e-01 3.575200e+02 -1 6.115000e+00 148 7.1057538600e+02
-6.728549e+00 -2.702465e-01 1.175420e-01 3.577000e+02 1 6.735000e+00 153 7.1057538600e+02
-5.149644e+00 -2.068311e-01 6.328066e-01 3.577000e+02 7 5.192500e+00 121 7.1057538600e+02
-5.173551e+00 -2.077913e-01 -4.529920e-01 3.577000e+02 -5 5.197500e+00 21 7.1057538600e+02
-4.526560e+00 -1.818054e-01 8.805835e-01 3.577000e+02 11 4.615000e+00 103 7.1057538600e+02
-4.673209e+00 -1.876954e-01 1.079765e+00 3.577000e+02 13 4.800000e+00 86 7.1057538600e+02
-6.501267e+00 -2.611179e-01 -1.135715e-01 3.577000e+02 -1 6.507500e+00 163 7.1057538600e+02
-5.368950e+00 -1.987471e-01 2.815674e-01 3.578800e+02 3 5.380000e+00 123 7.1057538600e+02
-4.596781e+00 -1.701630e-01 4.024416e-01 3.578800e+02 5 4.617500e+00 92 7.1057538600e+02
-5.036230e+00 -1.864305e-01 7.982069e-01 3.578800e+02 9 5.102500e+00 90 7.1057538600e+02
-6.520609e+00 -2.413791e-01 -5.708701e-01 3.578800e+02 -5 6.550000e+00 14 7.1057538600e+02
-4.558990e+00 -1.687641e-01 8.867848e-01 3.578800e+02 11 4.647500e+00 123 7.1057538600e+02
-4.661604e+00 -1.725627e-01 1.076953e+00 3.578800e+02 13 4.787500e+00 85 7.1057538600e+02
-7.874147e+00 -2.914842e-01 2.111316e+00 3.578800e+02 15 8.157500e+00 93 7.1057538600e+02
-1.011227e+00 -3.425263e-02 -2.711129e-01 3.580600e+02 -15 1.047500e+00 11 7.1057538600e+02
-5.289703e+00 -1.791746e-01 2.773806e-01 3.580600e+02 3 5.300000e+00 139 7.1057538600e+02
-4.597292e+00 -1.557210e-01 4.024416e-01 3.580600e+02 5 4.617500e+00 109 7.1057538600e+02
-5.019517e+00 -1.700227e-01 7.954693e-01 3.580600e+02 9 5.085000e+00 98 7.1057538600e+02
-6.608452e+00 -2.238437e-01 -5.784962e-01 3.580600e+02 -5 6.637500e+00 20 7.1057538600e+02
-4.586477e+00 -1.553547e-01 8.920321e-01 3.580600e+02 11 4.675000e+00 118 7.1057538600e+02
-4.491706e+00 -1.521446e-01 1.037587e+00 3.580600e+02 13 4.612500e+00 103 7.1057538600e+02
-7.891918e+00 -2.673177e-01 2.115846e+00 3.580600e+02 15 8.175000e+00 94 7.1057538600e+02
-1.040294e+00 -3.196559e-02 -2.788775e-01 3.582400e+02 -15 1.077500e+00 12 7.1057538600e+02
-5.277763e+00 -1.621722e-01 2.767264e-01 3.582400e+02 3 5.287500e+00 157 7.1057538600e+02
-6.034314e+00 -1.854191e-01 7.412703e-01 3.582400e+02 7 6.082500e+00 123 7.1057538600e+02
-4.617733e+00 -1.418912e-01 7.317222e-01 3.582400e+02 9 4.677500e+00 85 7.1057538600e+02
-6.773418e+00 -2.081299e-01 -5.928769e-01 3.582400e+02 -5 6.802500e+00 24 7.1057538600e+02
-4.596754e+00 -1.412466e-01 8.939401e-01 3.582400e+02 11 4.685000e+00 118 7.1057538600e+02
-5.959006e+00 -1.831051e-01 -3.124457e-01 3.582400e+02 -3 5.970000e+00 128 7.1057538600e+02
-4.501901e+00 -1.383320e-01 1.039836e+00 3.582400e+02 13 4.622500e+00 109 7.1057538600e+02
-7.931337e+00 -2.437098e-01 2.126198e+00 3.582400e+02 15 8.215000e+00 88 7.1057538600e+02
-1.047631e+00 -2.889701e-02 -2.808187e-01 3.584200e+02 -15 1.085000e+00 13 7.1057538600e+02
-5.273255e+00 -1.454532e-01 2.764647e-01 3.584200e+02 3 5.282500e+00 159 7.1057538600e+02
-6.303515e+00 -1.738711e-01 5.516959e-01 3.584200e+02 5 6.330000e+00 118 7.1057538600e+02
-5.995180e+00 -1.653662e-01 7.363955e-01 3.584200e+02 7 6.042500e+00 118 7.1057538600e+02
-4.642839e+00 -1.280643e-01 7.356331e-01 3.584200e+02 9 4.702500e+00 79 7.1057538600e+02
-6.843745e+00 -1.887724e-01 -5.989778e-01 3.584200e+02 -5 6.872500e+00 24 7.1057538600e+02
-4.624159e+00 -1.275491e-01 8.991874e-01 3.584200e+02 11 4.712500e+00 108 7.1057538600e+02
-5.989499e+00 -1.652095e-01 -3.140157e-01 3.584200e+02 -3 6 87 7.1057538600e+02
-4.533968e+00 -1.250613e-01 1.047147e+00 3.584200e+02 13 4.655000e+00 110 7.1057538600e+02
-8.265181e+00 -2.279801e-01 2.215491e+00 3.584200e+02 15 8.560000e+00 94 7.1057538600e+02
-1.052545e+00 -2.572364e-02 -2.821128e-01 3.586000e+02 -15 1.090000e+00 13 7.1057538600e+02
-5.278677e+00 -1.290081e-01 2.767264e-01 3.586000e+02 3 5.287500e+00 156 7.1057538600e+02
-6.304030e+00 -1.540672e-01 5.516959e-01 3.586000e+02 5 6.330000e+00 141 7.1057538600e+02
-6.335515e+00 -1.548367e-01 7.781358e-01 3.586000e+02 7 6.385000e+00 118 7.1057538600e+02
-4.880192e+00 -1.192693e-01 7.731773e-01 3.586000e+02 9 4.942500e+00 96 7.1057538600e+02
-6.869202e+00 -1.678797e-01 -6.011567e-01 3.586000e+02 -5 6.897500e+00 25 7.1057538600e+02
-4.636804e+00 -1.133210e-01 9.015725e-01 3.586000e+02 11 4.725000e+00 79 7.1057538600e+02
-5.989989e+00 -1.463922e-01 -3.140157e-01 3.586000e+02 -3 6 123 7.1057538600e+02
-4.517292e+00 -1.104002e-01 1.043211e+00 3.586000e+02 13 4.637500e+00 89 7.1057538600e+02
-6.876899e+00 -1.680678e-01 -1.200726e-01 3.586000e+02 -1 6.880000e+00 164 7.1057538600e+02
-8.108941e+00 -1.981782e-01 2.173433e+00 3.586000e+02 15 8.397500e+00 88 7.1057538600e+02
-1.059863e+00 -2.257110e-02 -2.840539e-01 3.587800e+02 -15 1.097500e+00 12 7.1057538600e+02
-6.911446e+00 -1.471878e-01 3.622957e-01 3.587800e+02 3 6.922500e+00 156 7.1057538600e+02
-6.692911e+00 -1.425338e-01 5.856866e-01 3.587800e+02 5 6.720000e+00 136 7.1057538600e+02
-5.958889e+00 -1.269019e-01 7.318254e-01 3.587800e+02 7 6.005000e+00 114 7.1057538600e+02
-4.722549e+00 -1.005725e-01 7.481478e-01 3.587800e+02 9 4.782500e+00 104 7.1057538600e+02
-6.892105e+00 -1.467759e-01 -6.031177e-01 3.587800e+02 -5 6.920000e+00 34 7.1057538600e+02
-4.639591e+00 -9.880581e-02 9.020495e-01 3.587800e+02 11 4.727500e+00 92 7.1057538600e+02
-4.527358e+00 -9.641569e-02 1.045460e+00 3.587800e+02 13 4.647500e+00 101 7.1057538600e+02
-6.907381e+00 -1.471012e-01 -1.205961e-01 3.587800e+02 -1 6.910000e+00 166 7.1057538600e+02
-8.186780e+00 -1.743476e-01 2.194138e+00 3.587800e+02 15 8.477500e+00 85 7.1057538600e+02
-1.057515e+00 -1.919750e-02 -2.834069e-01 3.589600e+02 -15 1.095000e+00 11 7.1057538600e+02
-6.859455e+00 -1.245225e-01 3.595480e-01 3.589600e+02 3 6.870000e+00 154 7.1057538600e+02
-6.309073e+00 -1.145312e-01 7.747844e-01 3.589600e+02 7 6.357500e+00 123 7.1057538600e+02
-4.663590e+00 -8.466010e-02 7.387618e-01 3.589600e+02 9 4.722500e+00 118 7.1057538600e+02
-6.922413e+00 -1.256654e-01 -6.057324e-01 3.589600e+02 -5 6.950000e+00 28 7.1057538600e+02
-4.630063e+00 -8.405148e-02 9.001414e-01 3.589600e+02 11 4.717500e+00 76 7.1057538600e+02
-6.784570e+00 -1.231631e-01 -3.556228e-01 3.589600e+02 -3 6.795000e+00 126 7.1057538600e+02
-4.532510e+00 -8.228055e-02 1.046585e+00 3.589600e+02 13 4.652500e+00 97 7.1057538600e+02
-8.206603e+00 -1.489779e-01 2.199315e+00 3.589600e+02 15 8.497500e+00 76 7.1057538600e+02
-1.067229e+00 -1.592698e-02 -2.859950e-01 3.591450e+02 -15 1.105000e+00 13 7.1057538600e+02
-6.970662e+00 -1.040279e-01 1.216869e-01 3.591450e+02 1 6.972500e+00 147 7.1057538600e+02
-7.002110e+00 -1.044972e-01 3.670059e-01 3.591450e+02 3 7.012500e+00 156 7.1057538600e+02
-5.170590e+00 -7.716419e-02 6.349393e-01 3.591450e+02 7 5.210000e+00 118 7.1057538600e+02
-4.639149e+00 -6.923315e-02 7.348509e-01 3.591450e+02 9 4.697500e+00 93 7.1057538600e+02
-6.947684e+00 -1.036850e-01 -6.079113e-01 3.591450e+02 -5 6.975000e+00 19 7.1057538600e+02
-4.613134e+00 -6.884490e-02 8.968023e-01 3.591450e+02 11 4.700000e+00 104 7.1057538600e+02
-6.839851e+00 -1.020757e-01 -3.585013e-01 3.591450e+02 -3 6.850000e+00 91 7.1057538600e+02
-4.535188e+00 -6.768166e-02 1.047147e+00 3.591450e+02 13 4.655000e+00 95 7.1057538600e+02
-5.261113e+00 -7.851512e-02 -9.184329e-02 3.591450e+02 -1 5.262500e+00 167 7.1057538600e+02
-4.372742e+00 -6.525738e-02 1.171803e+00 3.591450e+02 15 4.527500e+00 87 7.1057538600e+02
-1.069690e+00 -1.250921e-02 -2.866421e-01 3.593300e+02 -15 1.107500e+00 12 7.1057538600e+02
-6.998455e+00 -8.184161e-02 1.221668e-01 3.593300e+02 1 7 163 7.1057538600e+02
-5.386676e+00 -6.299308e-02 6.614459e-01 3.593300e+02 7 5.427500e+00 117 7.1057538600e+02
-6.980357e+00 -8.162996e-02 -6.107439e-01 3.593300e+02 -5 7.007500e+00 20 7.1057538600e+02
-4.591247e+00 -5.369114e-02 8.925091e-01 3.593300e+02 11 4.677500e+00 123 7.1057538600e+02
-6.880087e+00 -8.045738e-02 -3.605947e-01 3.593300e+02 -3 6.890000e+00 80 7.1057538600e+02
-4.535383e+00 -5.303785e-02 1.047147e+00 3.593300e+02 13 4.655000e+00 86 7.1057538600e+02
-5.258839e+00 -6.149812e-02 -9.179966e-02 3.593300e+02 -1 5.260000e+00 157 7.1057538600e+02
-4.372930e+00 -5.113809e-02 1.171803e+00 3.593300e+02 15 4.527500e+00 78 7.1057538600e+02
-1.076968e+00 -9.210576e-03 -2.885832e-01 3.595100e+02 -15 1.115000e+00 15 7.1057538600e+02
-7.008676e+00 -5.994045e-02 1.223414e-01 3.595100e+02 1 7.010000e+00 165 7.1057538600e+02
-7.012954e+00 -5.997704e-02 6.135764e-01 3.595100e+02 5 7.040000e+00 144 7.1057538600e+02
-5.386847e+00 -4.607005e-02 6.614459e-01 3.595100e+02 7 5.427500e+00 121 7.1057538600e+02
-7.002993e+00 -5.989185e-02 -6.127049e-01 3.595100e+02 -5 7.030000e+00 35 7.1057538600e+02
-4.566853e+00 -3.905720e-02 8.877389e-01 3.595100e+02 11 4.652500e+00 118 7.1057538600e+02
-6.937725e+00 -5.933366e-02 -3.636041e-01 3.595100e+02 -3 6.947500e+00 75 7.1057538600e+02
-4.535527e+00 -3.878928e-02 1.047147e+00 3.595100e+02 13 4.655000e+00 84 7.1057538600e+02
-5.249008e+00 -4.489121e-02 -9.162513e-02 3.595100e+02 -1 5.250000e+00 157 7.1057538600e+02
-1.084236e+00 -5.866338e-03 -2.905244e-01 3.596900e+02 -15 1.122500e+00 18 7.1057538600e+02
-7.013829e+00 -3.794884e-02 1.224286e-01 3.596900e+02 1 7.015000e+00 168 7.1057538600e+02
-7.013108e+00 -3.794494e-02 6.135764e-01 3.596900e+02 5 7.040000e+00 137 7.1057538600e+02
-6.431605e+00 -3.479867e-02 7.897133e-01 3.596900e+02 7 6.480000e+00 117 7.1057538600e+02
-4.602560e+00 -2.490249e-02 7.289846e-01 3.596900e+02 9 4.660000e+00 102 7.1057538600e+02
-4.969415e+00 -2.688738e-02 9.659705e-01 3.596900e+02 11 5.062500e+00 87 7.1057538600e+02
-7.027752e+00 -3.802417e-02 -3.683143e-01 3.596900e+02 -3 7.037500e+00 74 7.1057538600e+02
-4.523447e+00 -2.447444e-02 1.044335e+00 3.596900e+02 13 4.642500e+00 82 7.1057538600e+02
-5.249124e+00 -2.840077e-02 -9.162513e-02 3.596900e+02 -1 5.250000e+00 148 7.1057538600e+02
-7.282974e+00 -3.940507e-02 1.951496e+00 3.596900e+02 15 7.540000e+00 94 7.1057538600e+02
-1.091494e+00 -2.095521e-03 -2.924655e-01 3.598900e+02 -15 1.130000e+00 20 7.1057538600e+02
-7.026417e+00 -1.348977e-02 1.226468e-01 3.598900e+02 1 7.027500e+00 169 7.1057538600e+02
-5.135443e+00 -9.859355e-03 2.691377e-01 3.598900e+02 3 5.142500e+00 153 7.1057538600e+02
-6.431687e+00 -1.234797e-02 7.897133e-01 3.598900e+02 7 6.480000e+00 120 7.1057538600e+02
-4.592742e+00 -8.817443e-03 7.274203e-01 3.598900e+02 9 4.650000e+00 116 7.1057538600e+02
-7.077950e+00 -1.358871e-02 -6.192416e-01 3.598900e+02 -5 7.105000e+00 19 7.1057538600e+02
-4.976841e+00 -9.554860e-03 9.674016e-01 3.598900e+02 11 5.070000e+00 110 7.1057538600e+02
-7.087760e+00 -1.360754e-02 -3.714544e-01 3.598900e+02 -3 7.097500e+00 79 7.1057538600e+02
-4.513761e+00 -8.665810e-03 1.042086e+00 3.598900e+02 13 4.632500e+00 75 7.1057538600e+02
-5.241692e+00 -1.006334e-02 -9.149424e-02 3.598900e+02 -1 5.242500e+00 150 7.1057538600e+02
-7.220282e+00 -1.386196e-02 1.934672e+00 3.598900e+02 15 7.475000e+00 80 7.1057538600e+02
-1.096325e+00 9.567246e-04 -2.937596e-01 5.000000e-02 -15 1.135000e+00 18 7.1057538600e+02
-7.048924e+00 6.151348e-03 1.230395e-01 5.000000e-02 1 7.050000e+00 171 7.1057538600e+02
-5.175396e+00 4.516386e-03 2.712311e-01 5.000000e-02 3 5.182500e+00 152 7.1057538600e+02
-7.259766e+00 6.335343e-03 6.351475e-01 5.000000e-02 5 7.287500e+00 140 7.1057538600e+02
-5.821281e+00 5.080027e-03 7.147637e-01 5.000000e-02 7 5.865000e+00 105 7.1057538600e+02
-4.590280e+00 4.005776e-03 7.270292e-01 5.000000e-02 9 4.647500e+00 123 7.1057538600e+02
-7.110337e+00 6.204941e-03 -6.220741e-01 5.000000e-02 -5 7.137500e+00 13 7.1057538600e+02
-4.984210e+00 4.349545e-03 9.688327e-01 5.000000e-02 11 5.077500e+00 90 7.1057538600e+02
-7.127716e+00 6.220107e-03 -3.735479e-01 5.000000e-02 -3 7.137500e+00 89 7.1057538600e+02
-4.489408e+00 3.917749e-03 1.036462e+00 5.000000e-02 13 4.607500e+00 75 7.1057538600e+02
-7.181403e+00 6.266958e-03 -1.253519e-01 5.000000e-02 -1 7.182500e+00 153 7.1057538600e+02
-6.662471e+00 5.814104e-03 1.785204e+00 5.000000e-02 15 6.897500e+00 79 7.1057538600e+02
-1.098732e+00 4.410616e-03 -2.944067e-01 2.300000e-01 -15 1.137500e+00 19 7.1057538600e+02
-7.083864e+00 2.843660e-02 1.236503e-01 2.300000e-01 1 7.085000e+00 171 7.1057538600e+02
-5.180349e+00 2.079537e-02 2.714928e-01 2.300000e-01 3 5.187500e+00 154 7.1057538600e+02
-7.282125e+00 2.923248e-02 6.371085e-01 2.300000e-01 5 7.310000e+00 142 7.1057538600e+02
-5.550770e+00 2.228234e-02 6.815543e-01 2.300000e-01 7 5.592500e+00 101 7.1057538600e+02
-4.575429e+00 1.836705e-02 7.246827e-01 2.300000e-01 9 4.632500e+00 118 7.1057538600e+02
-7.145149e+00 2.868262e-02 -6.251246e-01 2.300000e-01 -5 7.172500e+00 16 7.1057538600e+02
-7.150130e+00 2.870262e-02 -3.747254e-01 2.300000e-01 -3 7.160000e+00 88 7.1057538600e+02
-4.474758e+00 1.796293e-02 1.033088e+00 2.300000e-01 13 4.592500e+00 108 7.1057538600e+02
-7.193846e+00 2.887810e-02 -1.255701e-01 2.300000e-01 -1 7.195000e+00 167 7.1057538600e+02
-1.108372e+00 7.931476e-03 -2.969949e-01 4.100000e-01 -15 1.147500e+00 22 7.1057538600e+02
-7.113734e+00 5.090568e-02 1.241739e-01 4.100000e-01 1 7.115000e+00 171 7.1057538600e+02
-5.187748e+00 3.712338e-02 2.718853e-01 4.100000e-01 3 5.195000e+00 168 7.1057538600e+02
-4.560534e+00 3.263506e-02 7.223361e-01 4.100000e-01 9 4.617500e+00 118 7.1057538600e+02
-7.162456e+00 5.125434e-02 -6.266498e-01 4.100000e-01 -5 7.190000e+00 15 7.1057538600e+02
-7.179963e+00 5.137961e-02 -3.762955e-01 4.100000e-01 -3 7.190000e+00 88 7.1057538600e+02
-7.213716e+00 5.162115e-02 -1.259191e-01 4.100000e-01 -1 7.215000e+00 169 7.1057538600e+02
-6.440146e+00 4.608550e-02 1.725676e+00 4.100000e-01 15 6.667500e+00 83 7.1057538600e+02
-1.110755e+00 1.153528e-02 -2.976419e-01 5.950000e-01 -15 1.150000e+00 25 7.1057538600e+02
-7.153525e+00 7.428994e-02 1.248720e-01 5.950000e-01 1 7.155000e+00 171 7.1057538600e+02
-5.182608e+00 5.382181e-02 2.716236e-01 5.950000e-01 3 5.190000e+00 159 7.1057538600e+02
-6.384209e+00 6.630053e-02 7.839246e-01 5.950000e-01 7 6.432500e+00 118 7.1057538600e+02
-4.543121e+00 4.718069e-02 7.195985e-01 5.950000e-01 9 4.600000e+00 118 7.1057538600e+02
-7.184667e+00 7.461336e-02 -6.286108e-01 5.950000e-01 -5 7.212500e+00 20 7.1057538600e+02
-6.390048e+00 6.636118e-02 1.242167e+00 5.950000e-01 11 6.510000e+00 87 7.1057538600e+02
-7.207220e+00 7.484757e-02 -3.777348e-01 5.950000e-01 -3 7.217500e+00 84 7.1057538600e+02
-4.442888e+00 4.613976e-02 1.025777e+00 5.950000e-01 13 4.560000e+00 81 7.1057538600e+02
-7.231009e+00 7.509462e-02 -1.262245e-01 5.950000e-01 -1 7.232500e+00 172 7.1057538600e+02
-6.403743e+00 6.650340e-02 1.715970e+00 5.950000e-01 15 6.630000e+00 75 7.1057538600e+02
-1.115541e+00 1.518743e-02 -2.989360e-01 7.800000e-01 -15 1.155000e+00 31 7.1057658500e+02
-7.190738e+00 9.789765e-02 1.255264e-01 7.800000e-01 1 7.192500e+00 171 7.1057658500e+02
-7.241890e+00 9.859405e-02 3.795665e-01 7.800000e-01 3 7.252500e+00 162 7.1057658500e+02
-7.246645e+00 9.865879e-02 6.340580e-01 7.800000e-01 5 7.275000e+00 119 7.1057658500e+02
-6.438546e+00 8.765701e-02 7.906274e-01 7.800000e-01 7 6.487500e+00 141 7.1057658500e+02
-4.535538e+00 6.174868e-02 7.184253e-01 7.800000e-01 9 4.592500e+00 118 7.1057658500e+02
-7.206801e+00 9.811633e-02 -6.305718e-01 7.800000e-01 -5 7.235000e+00 69 7.1057658500e+02
-6.389801e+00 8.699336e-02 1.242167e+00 7.800000e-01 11 6.510000e+00 75 7.1057658500e+02
-7.236897e+00 9.852608e-02 -3.793048e-01 7.800000e-01 -3 7.247500e+00 80 7.1057658500e+02
-4.435409e+00 6.038547e-02 1.024090e+00 7.800000e-01 13 4.552500e+00 72 7.1057658500e+02
-7.258222e+00 9.881640e-02 -1.267045e-01 7.800000e-01 -1 7.260000e+00 174 7.1057658500e+02
-5.993014e+00 8.159135e-02 1.605972e+00 7.800000e-01 15 6.205000e+00 87 7.1057658500e+02
-1.120317e+00 1.877284e-02 -3.002301e-01 9.600000e-01 -15 1.160000e+00 30 7.1057658500e+02
-7.220386e+00 1.209901e-01 1.260500e-01 9.600000e-01 1 7.222500e+00 171 7.1057658500e+02
-7.241544e+00 1.213446e-01 3.795665e-01 9.600000e-01 3 7.252500e+00 162 7.1057658500e+02
-7.246299e+00 1.214243e-01 6.340580e-01 9.600000e-01 5 7.275000e+00 119 7.1057658500e+02
-6.668974e+00 1.117502e-01 8.189620e-01 9.600000e-01 7 6.720000e+00 141 7.1057658500e+02
-4.530384e+00 7.591442e-02 7.176431e-01 9.600000e-01 9 4.587500e+00 117 7.1057658500e+02
-4.900590e+00 8.211786e-02 -4.288063e-01 9.600000e-01 -5 4.920000e+00 37 7.1057658500e+02
-4.625269e+00 7.750438e-02 8.991874e-01 9.600000e-01 11 4.712500e+00 87 7.1057658500e+02
-7.264010e+00 1.217210e-01 -3.807441e-01 9.600000e-01 -3 7.275000e+00 78 7.1057658500e+02
-4.427890e+00 7.419696e-02 1.022403e+00 9.600000e-01 13 4.545000e+00 75 7.1057658500e+02
-7.285367e+00 1.220789e-01 -1.271844e-01 9.600000e-01 -1 7.287500e+00 175 7.1057658500e+02
-6.304196e+00 1.056377e-01 1.689441e+00 9.600000e-01 15 6.527500e+00 73 7.1057658500e+02
-1.127495e+00 2.243645e-02 -3.021712e-01 1.140000e+00 -15 1.167500e+00 27 7.1057658500e+02
-7.252459e+00 1.443194e-01 1.266172e-01 1.140000e+00 1 7.255000e+00 170 7.1057658500e+02
-5.141924e+00 1.023211e-01 2.695302e-01 1.140000e+00 3 5.150000e+00 157 7.1057658500e+02
-5.916225e+00 1.177292e-01 5.177051e-01 1.140000e+00 5 5.940000e+00 123 7.1057658500e+02
-6.666109e+00 1.326514e-01 8.186573e-01 1.140000e+00 7 6.717500e+00 141 7.1057658500e+02
-4.535061e+00 9.024490e-02 7.184253e-01 1.140000e+00 9 4.592500e+00 117 7.1057658500e+02
-4.895328e+00 9.741399e-02 -4.283705e-01 1.140000e+00 -5 4.915000e+00 18 7.1057658500e+02
-4.571024e+00 9.096053e-02 8.886929e-01 1.140000e+00 11 4.657500e+00 85 7.1057658500e+02
-7.291049e+00 1.450873e-01 -3.821833e-01 1.140000e+00 -3 7.302500e+00 86 7.1057658500e+02
-4.425200e+00 8.805873e-02 1.021840e+00 1.140000e+00 13 4.542500e+00 74 7.1057658500e+02
-7.312438e+00 1.455130e-01 -1.276644e-01 1.140000e+00 -1 7.315000e+00 175 7.1057658500e+02
-6.320733e+00 1.257787e-01 1.693971e+00 1.140000e+00 15 6.545000e+00 85 7.1057658500e+02
-1.129833e+00 2.603410e-02 -3.028183e-01 1.320000e+00 -15 1.170000e+00 27 7.1057658500e+02
-7.281958e+00 1.677939e-01 1.271408e-01 1.320000e+00 1 7.285000e+00 171 7.1057658500e+02
-5.134090e+00 1.183019e-01 2.691377e-01 1.320000e+00 3 5.142500e+00 145 7.1057658500e+02
-5.644435e+00 1.300615e-01 4.939552e-01 1.320000e+00 5 5.667500e+00 118 7.1057658500e+02
-6.630930e+00 1.527927e-01 8.143919e-01 1.320000e+00 7 6.682500e+00 135 7.1057658500e+02
-4.587889e+00 1.057161e-01 8.920321e-01 1.320000e+00 11 4.675000e+00 97 7.1057658500e+02
